id,dimension,level,name_cn,counterpart_central_body,candidate_url,site_key,coverage_status,notes
sichuan.xfj,dept,provincial,四川省信访局,xinfang,https://xfj.sc.gov.cn,,blackhole,alt=https://sc.gov.cn/xfj/
sichuan.jgswglj,dept,provincial,四川省机关事务管理局,ggj,https://jgswglj.sc.gov.cn,,blackhole,alt=https://sc.gov.cn/jgswglj/
sichuan.tax,dept,provincial,国家税务总局四川省税务局,chinatax,https://tax.sc.gov.cn,,blackhole,alt=https://sc.gov.cn/tax/
sichuan.customs,dept,provincial,四川省海关,gacc,https://customs.sc.gov.cn,,blackhole,alt=https://sc.gov.cn/customs/
sichuan.pboc_br,dept,provincial,中国人民银行四川省分行,pbc,https://pboc_br.sc.gov.cn,,blackhole,alt=https://sc.gov.cn/pboc_br/
sichuan.p_office,dept,provincial,中共四川省委员会办公厅,cpc_general_office,https://p_office.sc.gov.cn,,blackhole,alt=https://sc.gov.cn/p_office/
sichuan.p_org,dept,provincial,中共四川省委组织部,cpc_org_dept,https://p_org.sc.gov.cn,,blackhole,alt=https://sc.gov.cn/p_org/
sichuan.p_prop,dept,provincial,中共四川省委宣传部,cpc_propaganda,https://p_prop.sc.gov.cn,,blackhole,alt=https://sc.gov.cn/p_prop/
sichuan.p_ufwd,dept,provincial,中共四川省委统战部,cpc_united_front,https://p_ufwd.sc.gov.cn,,blackhole,alt=https://sc.gov.cn/p_ufwd/
sichuan.p_plac,dept,provincial,中共四川省委政法委员会,cpc_plac,https://p_plac.sc.gov.cn,,blackhole,alt=https://sc.gov.cn/p_plac/
sichuan.p_cyber,dept,provincial,四川省委网信办,cac,https://p_cyber.sc.gov.cn,,blackhole,alt=https://sc.gov.cn/p_cyber/
sichuan.p_ccdi,dept,provincial,中共四川省纪委监委,cpc_ccdi_nsc,https://p_ccdi.sc.gov.cn,,blackhole,alt=https://sc.gov.cn/p_ccdi/
geo.guizhou,geo,provincial,贵州省人民政府,,https://guizhou.gov.cn,,blackhole,province portal
guizhou.fgw,dept,provincial,贵州省发展和改革委员会,ndrc,https://fgw.guizhou.gov.cn,,blackhole,alt=https://guizhou.gov.cn/fgw/
guizhou.edu,dept,provincial,贵州省教育厅,moe,https://edu.guizhou.gov.cn,,blackhole,alt=https://guizhou.gov.cn/edu/
guizhou.kjt,dept,provincial,贵州省科学技术厅,most,https://kjt.guizhou.gov.cn,,reachable_uncrawled,alt=https://guizhou.gov.cn/kjt/
guizhou.gxt,dept,provincial,贵州省工业和信息化厅,miit,https://gxt.guizhou.gov.cn,,blackhole,alt=https://guizhou.gov.cn/gxt/
guizhou.mzw,dept,provincial,贵州省民族宗教事务委员会,neac,https://mzw.guizhou.gov.cn,,server_error,alt=https://guizhou.gov.cn/mzw/
guizhou.ga,dept,provincial,贵州省公安厅,mps,https://ga.guizhou.gov.cn,,blackhole,alt=https://guizhou.gov.cn/ga/
guizhou.at,dept,provincial,贵州省国家安全厅,mss,https://at.guizhou.gov.cn,,blackhole,alt=https://guizhou.gov.cn/at/
guizhou.mzt,dept,provincial,贵州省民政厅,mca,https://mzt.guizhou.gov.cn,,blackhole,alt=https://guizhou.gov.cn/mzt/
guizhou.sft,dept,provincial,贵州省司法厅,moj,https://sft.guizhou.gov.cn,,blackhole,alt=https://guizhou.gov.cn/sft/
guizhou.czt,dept,provincial,贵州省财政厅,mof,https://czt.guizhou.gov.cn,,blackhole,alt=https://guizhou.gov.cn/czt/
guizhou.hrss,dept,provincial,贵州省人力资源和社会保障厅,mohrss,https://hrss.guizhou.gov.cn,,blackhole,alt=https://guizhou.gov.cn/hrss/
guizhou.zrzyt,dept,provincial,贵州省自然资源厅,mnr,https://zrzyt.guizhou.gov.cn,,blackhole,alt=https://guizhou.gov.cn/zrzyt/
guizhou.sthjt,dept,provincial,贵州省生态环境厅,mee,https://sthjt.guizhou.gov.cn,,blackhole,alt=https://guizhou.gov.cn/sthjt/
guizhou.zjt,dept,provincial,贵州省住房和城乡建设厅,mohurd,https://zjt.guizhou.gov.cn,,blackhole,alt=https://guizhou.gov.cn/zjt/
guizhou.jtyst,dept,provincial,贵州省交通运输厅,mot,https://jtyst.guizhou.gov.cn,,blackhole,alt=https://guizhou.gov.cn/jtyst/
guizhou.slt,dept,provincial,贵州省水利厅,mwr,https://slt.guizhou.gov.cn,,blackhole,alt=https://guizhou.gov.cn/slt/
guizhou.nynct,dept,provincial,贵州省农业农村厅,mara,https://nynct.guizhou.gov.cn,,blackhole,alt=https://guizhou.gov.cn/nynct/
guizhou.swt,dept,provincial,贵州省商务厅,mofcom,https://swt.guizhou.gov.cn,,blackhole,alt=https://guizhou.gov.cn/swt/
guizhou.whlyt,dept,provincial,贵州省文化和旅游厅,mct,https://whlyt.guizhou.gov.cn,,blackhole,alt=https://guizhou.gov.cn/whlyt/
guizhou.wjw,dept,provincial,贵州省卫生健康委员会,nhc,https://wjw.guizhou.gov.cn,,blackhole,alt=https://guizhou.gov.cn/wjw/
guizhou.tyj,dept,provincial,贵州省退役军人事务厅,mva,https://tyj.guizhou.gov.cn,,blackhole,alt=https://guizhou.gov.cn/tyj/
guizhou.yjt,dept,provincial,贵州省应急管理厅,mem,https://yjt.guizhou.gov.cn,,blackhole,alt=https://guizhou.gov.cn/yjt/
guizhou.sjt,dept,provincial,贵州省审计厅,cnao,https://sjt.guizhou.gov.cn,,blackhole,alt=https://guizhou.gov.cn/sjt/
guizhou.wsb,dept,provincial,贵州省人民政府外事办公室,mfa,https://wsb.guizhou.gov.cn,,blackhole,alt=https://guizhou.gov.cn/wsb/
guizhou.gzw,dept,provincial,贵州省国有资产监督管理委员会,sasac,https://gzw.guizhou.gov.cn,,blackhole,alt=https://guizhou.gov.cn/gzw/
guizhou.scjgj,dept,provincial,贵州省市场监督管理局,samr,https://scjgj.guizhou.gov.cn,,blackhole,alt=https://guizhou.gov.cn/scjgj/
guizhou.tjj,dept,provincial,贵州省统计局,nbs,https://tjj.guizhou.gov.cn,,blackhole,alt=https://guizhou.gov.cn/tjj/
guizhou.ybj,dept,provincial,贵州省医疗保障局,nhsa,https://ybj.guizhou.gov.cn,,blackhole,alt=https://guizhou.gov.cn/ybj/
guizhou.tyjr,dept,provincial,贵州省体育局,gas,https://tyjr.guizhou.gov.cn,,blackhole,alt=https://guizhou.gov.cn/tyjr/
guizhou.gbdst,dept,provincial,贵州省广播电视局,nrta,https://gbdst.guizhou.gov.cn,,blackhole,alt=https://guizhou.gov.cn/gbdst/
guizhou.jrjgj,dept,provincial,贵州省地方金融监督管理局,nfra,https://jrjgj.guizhou.gov.cn,,blackhole,alt=https://guizhou.gov.cn/jrjgj/
guizhou.sjaqj,dept,provincial,贵州省政务服务和数据管理局,nda,https://sjaqj.guizhou.gov.cn,,blackhole,alt=https://guizhou.gov.cn/sjaqj/
guizhou.ylj,dept,provincial,贵州省林业和草原局,forestry,https://ylj.guizhou.gov.cn,,blackhole,alt=https://guizhou.gov.cn/ylj/
guizhou.nyj,dept,provincial,贵州省能源局,nea,https://nyj.guizhou.gov.cn,,reachable_uncrawled,alt=https://guizhou.gov.cn/nyj/
guizhou.yjglj,dept,provincial,贵州省药品监督管理局,nmpa,https://yjglj.guizhou.gov.cn,,blackhole,alt=https://guizhou.gov.cn/yjglj/
guizhou.zscqj,dept,provincial,贵州省知识产权局,cnipa,https://zscqj.guizhou.gov.cn,,blackhole,alt=https://guizhou.gov.cn/zscqj/
guizhou.xfj,dept,provincial,贵州省信访局,xinfang,https://xfj.guizhou.gov.cn,,blackhole,alt=https://guizhou.gov.cn/xfj/
guizhou.jgswglj,dept,provincial,贵州省机关事务管理局,ggj,https://jgswglj.guizhou.gov.cn,,blackhole,alt=https://guizhou.gov.cn/jgswglj/
guizhou.tax,dept,provincial,国家税务总局贵州省税务局,chinatax,https://tax.guizhou.gov.cn,,blackhole,alt=https://guizhou.gov.cn/tax/
guizhou.customs,dept,provincial,贵州省海关,gacc,https://customs.guizhou.gov.cn,,blackhole,alt=https://guizhou.gov.cn/customs/
guizhou.pboc_br,dept,provincial,中国人民银行贵州省分行,pbc,https://pboc_br.guizhou.gov.cn,,blackhole,alt=https://guizhou.gov.cn/pboc_br/
guizhou.p_office,dept,provincial,中共贵州省委员会办公厅,cpc_general_office,https://p_office.guizhou.gov.cn,,blackhole,alt=https://guizhou.gov.cn/p_office/
guizhou.p_org,dept,provincial,中共贵州省委组织部,cpc_org_dept,https://p_org.guizhou.gov.cn,,blackhole,alt=https://guizhou.gov.cn/p_org/
guizhou.p_prop,dept,provincial,中共贵州省委宣传部,cpc_propaganda,https://p_prop.guizhou.gov.cn,,blackhole,alt=https://guizhou.gov.cn/p_prop/
guizhou.p_ufwd,dept,provincial,中共贵州省委统战部,cpc_united_front,https://p_ufwd.guizhou.gov.cn,,blackhole,alt=https://guizhou.gov.cn/p_ufwd/
guizhou.p_plac,dept,provincial,中共贵州省委政法委员会,cpc_plac,https://p_plac.guizhou.gov.cn,,blackhole,alt=https://guizhou.gov.cn/p_plac/
guizhou.p_cyber,dept,provincial,贵州省委网信办,cac,https://p_cyber.guizhou.gov.cn,,blackhole,alt=https://guizhou.gov.cn/p_cyber/
guizhou.p_ccdi,dept,provincial,中共贵州省纪委监委,cpc_ccdi_nsc,https://p_ccdi.guizhou.gov.cn,,blackhole,alt=https://guizhou.gov.cn/p_ccdi/
geo.yunnan,geo,provincial,云南省人民政府,,https://yn.gov.cn,,blackhole,province portal
yunnan.fgw,dept,provincial,云南省发展和改革委员会,ndrc,https://fgw.yn.gov.cn,,blackhole,alt=https://yn.gov.cn/fgw/
yunnan.edu,dept,provincial,云南省教育厅,moe,https://edu.yn.gov.cn,,blackhole,alt=https://yn.gov.cn/edu/
yunnan.kjt,dept,provincial,云南省科学技术厅,most,https://kjt.yn.gov.cn,,reachable_uncrawled,alt=https://yn.gov.cn/kjt/
yunnan.gxt,dept,provincial,云南省工业和信息化厅,miit,https://gxt.yn.gov.cn,,reachable_uncrawled,alt=https://yn.gov.cn/gxt/
yunnan.mzw,dept,provincial,云南省民族宗教事务委员会,neac,https://mzw.yn.gov.cn,,blackhole,alt=https://yn.gov.cn/mzw/
yunnan.ga,dept,provincial,云南省公安厅,mps,https://ga.yn.gov.cn,,blackhole,alt=https://yn.gov.cn/ga/
yunnan.at,dept,provincial,云南省国家安全厅,mss,https://at.yn.gov.cn,,blackhole,alt=https://yn.gov.cn/at/
yunnan.mzt,dept,provincial,云南省民政厅,mca,https://mzt.yn.gov.cn,,blackhole,alt=https://yn.gov.cn/mzt/
yunnan.sft,dept,provincial,云南省司法厅,moj,https://sft.yn.gov.cn,,reachable_uncrawled,alt=https://yn.gov.cn/sft/
yunnan.czt,dept,provincial,云南省财政厅,mof,https://czt.yn.gov.cn,,proxy_gated,alt=https://yn.gov.cn/czt/
yunnan.hrss,dept,provincial,云南省人力资源和社会保障厅,mohrss,https://hrss.yn.gov.cn,,blackhole,alt=https://yn.gov.cn/hrss/
yunnan.zrzyt,dept,provincial,云南省自然资源厅,mnr,https://zrzyt.yn.gov.cn,,blackhole,alt=https://yn.gov.cn/zrzyt/
yunnan.sthjt,dept,provincial,云南省生态环境厅,mee,https://sthjt.yn.gov.cn,,blackhole,alt=https://yn.gov.cn/sthjt/
yunnan.zjt,dept,provincial,云南省住房和城乡建设厅,mohurd,https://zjt.yn.gov.cn,,blackhole,alt=https://yn.gov.cn/zjt/
yunnan.jtyst,dept,provincial,云南省交通运输厅,mot,https://jtyst.yn.gov.cn,,reachable_uncrawled,alt=https://yn.gov.cn/jtyst/
yunnan.slt,dept,provincial,云南省水利厅,mwr,https://slt.yn.gov.cn,,blackhole,alt=https://yn.gov.cn/slt/
yunnan.nynct,dept,provincial,云南省农业农村厅,mara,https://nynct.yn.gov.cn,,blackhole,alt=https://yn.gov.cn/nynct/
yunnan.swt,dept,provincial,云南省商务厅,mofcom,https://swt.yn.gov.cn,,reachable_uncrawled,alt=https://yn.gov.cn/swt/
yunnan.whlyt,dept,provincial,云南省文化和旅游厅,mct,https://whlyt.yn.gov.cn,,blackhole,alt=https://yn.gov.cn/whlyt/
yunnan.wjw,dept,provincial,云南省卫生健康委员会,nhc,https://wjw.yn.gov.cn,,blackhole,alt=https://yn.gov.cn/wjw/
yunnan.tyj,dept,provincial,云南省退役军人事务厅,mva,https://tyj.yn.gov.cn,,reachable_uncrawled,alt=https://yn.gov.cn/tyj/
yunnan.yjt,dept,provincial,云南省应急管理厅,mem,https://yjt.yn.gov.cn,,blackhole,alt=https://yn.gov.cn/yjt/
yunnan.sjt,dept,provincial,云南省审计厅,cnao,https://sjt.yn.gov.cn,,blackhole,alt=https://yn.gov.cn/sjt/
yunnan.wsb,dept,provincial,云南省人民政府外事办公室,mfa,https://wsb.yn.gov.cn,,blackhole,alt=https://yn.gov.cn/wsb/
yunnan.gzw,dept,provincial,云南省国有资产监督管理委员会,sasac,https://gzw.yn.gov.cn,,reachable_uncrawled,alt=https://yn.gov.cn/gzw/
yunnan.scjgj,dept,provincial,云南省市场监督管理局,samr,https://scjgj.yn.gov.cn,,blackhole,alt=https://yn.gov.cn/scjgj/
yunnan.tjj,dept,provincial,云南省统计局,nbs,https://tjj.yn.gov.cn,,blackhole,alt=https://yn.gov.cn/tjj/
yunnan.ybj,dept,provincial,云南省医疗保障局,nhsa,https://ybj.yn.gov.cn,,blackhole,alt=https://yn.gov.cn/ybj/
yunnan.tyjr,dept,provincial,云南省体育局,gas,https://tyjr.yn.gov.cn,,blackhole,alt=https://yn.gov.cn/tyjr/
yunnan.gbdst,dept,provincial,云南省广播电视局,nrta,https://gbdst.yn.gov.cn,,blackhole,alt=https://yn.gov.cn/gbdst/
yunnan.jrjgj,dept,provincial,云南省地方金融监督管理局,nfra,https://jrjgj.yn.gov.cn,,blackhole,alt=https://yn.gov.cn/jrjgj/
yunnan.sjaqj,dept,provincial,云南省政务服务和数据管理局,nda,https://sjaqj.yn.gov.cn,,blackhole,alt=https://yn.gov.cn/sjaqj/
yunnan.ylj,dept,provincial,云南省林业和草原局,forestry,https://ylj.yn.gov.cn,,blackhole,alt=https://yn.gov.cn/ylj/
yunnan.nyj,dept,provincial,云南省能源局,nea,https://nyj.yn.gov.cn,,reachable_uncrawled,alt=https://yn.gov.cn/nyj/
yunnan.yjglj,dept,provincial,云南省药品监督管理局,nmpa,https://yjglj.yn.gov.cn,,blackhole,alt=https://yn.gov.cn/yjglj/
yunnan.zscqj,dept,provincial,云南省知识产权局,cnipa,https://zscqj.yn.gov.cn,,blackhole,alt=https://yn.gov.cn/zscqj/
yunnan.xfj,dept,provincial,云南省信访局,xinfang,https://xfj.yn.gov.cn,,blackhole,alt=https://yn.gov.cn/xfj/
yunnan.jgswglj,dept,provincial,云南省机关事务管理局,ggj,https://jgswglj.yn.gov.cn,,blackhole,alt=https://yn.gov.cn/jgswglj/
yunnan.tax,dept,provincial,国家税务总局云南省税务局,chinatax,https://tax.yn.gov.cn,,blackhole,alt=https://yn.gov.cn/tax/
yunnan.customs,dept,provincial,云南省海关,gacc,https://customs.yn.gov.cn,,blackhole,alt=https://yn.gov.cn/customs/
yunnan.pboc_br,dept,provincial,中国人民银行云南省分行,pbc,https://pboc_br.yn.gov.cn,,blackhole,alt=https://yn.gov.cn/pboc_br/
yunnan.p_office,dept,provincial,中共云南省委员会办公厅,cpc_general_office,https://p_office.yn.gov.cn,,blackhole,alt=https://yn.gov.cn/p_office/
yunnan.p_org,dept,provincial,中共云南省委组织部,cpc_org_dept,https://p_org.yn.gov.cn,,blackhole,alt=https://yn.gov.cn/p_org/
yunnan.p_prop,dept,provincial,中共云南省委宣传部,cpc_propaganda,https://p_prop.yn.gov.cn,,blackhole,alt=https://yn.gov.cn/p_prop/
yunnan.p_ufwd,dept,provincial,中共云南省委统战部,cpc_united_front,https://p_ufwd.yn.gov.cn,,blackhole,alt=https://yn.gov.cn/p_ufwd/
yunnan.p_plac,dept,provincial,中共云南省委政法委员会,cpc_plac,https://p_plac.yn.gov.cn,,blackhole,alt=https://yn.gov.cn/p_plac/
yunnan.p_cyber,dept,provincial,云南省委网信办,cac,https://p_cyber.yn.gov.cn,,blackhole,alt=https://yn.gov.cn/p_cyber/
yunnan.p_ccdi,dept,provincial,中共云南省纪委监委,cpc_ccdi_nsc,https://p_ccdi.yn.gov.cn,,blackhole,alt=https://yn.gov.cn/p_ccdi/
geo.shaanxi,geo,provincial,陕西省人民政府,,https://shaanxi.gov.cn,,blackhole,province portal
shaanxi.fgw,dept,provincial,陕西省发展和改革委员会,ndrc,https://fgw.shaanxi.gov.cn,,blackhole,alt=https://shaanxi.gov.cn/fgw/
shaanxi.edu,dept,provincial,陕西省教育厅,moe,https://edu.shaanxi.gov.cn,,blackhole,alt=https://shaanxi.gov.cn/edu/
shaanxi.kjt,dept,provincial,陕西省科学技术厅,most,https://kjt.shaanxi.gov.cn,,blackhole,alt=https://shaanxi.gov.cn/kjt/
shaanxi.gxt,dept,provincial,陕西省工业和信息化厅,miit,https://gxt.shaanxi.gov.cn,,blackhole,alt=https://shaanxi.gov.cn/gxt/
shaanxi.mzw,dept,provincial,陕西省民族宗教事务委员会,neac,https://mzw.shaanxi.gov.cn,,blackhole,alt=https://shaanxi.gov.cn/mzw/
shaanxi.ga,dept,provincial,陕西省公安厅,mps,https://ga.shaanxi.gov.cn,,blackhole,alt=https://shaanxi.gov.cn/ga/
shaanxi.at,dept,provincial,陕西省国家安全厅,mss,https://at.shaanxi.gov.cn,,blackhole,alt=https://shaanxi.gov.cn/at/
shaanxi.mzt,dept,provincial,陕西省民政厅,mca,https://mzt.shaanxi.gov.cn,,blackhole,alt=https://shaanxi.gov.cn/mzt/
shaanxi.sft,dept,provincial,陕西省司法厅,moj,https://sft.shaanxi.gov.cn,,blackhole,alt=https://shaanxi.gov.cn/sft/
shaanxi.czt,dept,provincial,陕西省财政厅,mof,https://czt.shaanxi.gov.cn,,blackhole,alt=https://shaanxi.gov.cn/czt/
shaanxi.hrss,dept,provincial,陕西省人力资源和社会保障厅,mohrss,https://hrss.shaanxi.gov.cn,,blackhole,alt=https://shaanxi.gov.cn/hrss/
shaanxi.zrzyt,dept,provincial,陕西省自然资源厅,mnr,https://zrzyt.shaanxi.gov.cn,,blackhole,alt=https://shaanxi.gov.cn/zrzyt/
shaanxi.sthjt,dept,provincial,陕西省生态环境厅,mee,https://sthjt.shaanxi.gov.cn,,blackhole,alt=https://shaanxi.gov.cn/sthjt/
shaanxi.zjt,dept,provincial,陕西省住房和城乡建设厅,mohurd,https://zjt.shaanxi.gov.cn,,blackhole,alt=https://shaanxi.gov.cn/zjt/
shaanxi.jtyst,dept,provincial,陕西省交通运输厅,mot,https://jtyst.shaanxi.gov.cn,,blackhole,alt=https://shaanxi.gov.cn/jtyst/
shaanxi.slt,dept,provincial,陕西省水利厅,mwr,https://slt.shaanxi.gov.cn,,blackhole,alt=https://shaanxi.gov.cn/slt/
shaanxi.nynct,dept,provincial,陕西省农业农村厅,mara,https://nynct.shaanxi.gov.cn,,blackhole,alt=https://shaanxi.gov.cn/nynct/
shaanxi.swt,dept,provincial,陕西省商务厅,mofcom,https://swt.shaanxi.gov.cn,,blackhole,alt=https://shaanxi.gov.cn/swt/
shaanxi.whlyt,dept,provincial,陕西省文化和旅游厅,mct,https://whlyt.shaanxi.gov.cn,,blackhole,alt=https://shaanxi.gov.cn/whlyt/
shaanxi.wjw,dept,provincial,陕西省卫生健康委员会,nhc,https://wjw.shaanxi.gov.cn,,blackhole,alt=https://shaanxi.gov.cn/wjw/
shaanxi.tyj,dept,provincial,陕西省退役军人事务厅,mva,https://tyj.shaanxi.gov.cn,,blackhole,alt=https://shaanxi.gov.cn/tyj/
shaanxi.yjt,dept,provincial,陕西省应急管理厅,mem,https://yjt.shaanxi.gov.cn,,blackhole,alt=https://shaanxi.gov.cn/yjt/
shaanxi.sjt,dept,provincial,陕西省审计厅,cnao,https://sjt.shaanxi.gov.cn,,blackhole,alt=https://shaanxi.gov.cn/sjt/
shaanxi.wsb,dept,provincial,陕西省人民政府外事办公室,mfa,https://wsb.shaanxi.gov.cn,,blackhole,alt=https://shaanxi.gov.cn/wsb/
shaanxi.gzw,dept,provincial,陕西省国有资产监督管理委员会,sasac,https://gzw.shaanxi.gov.cn,,blackhole,alt=https://shaanxi.gov.cn/gzw/
shaanxi.scjgj,dept,provincial,陕西省市场监督管理局,samr,https://scjgj.shaanxi.gov.cn,,blackhole,alt=https://shaanxi.gov.cn/scjgj/
shaanxi.tjj,dept,provincial,陕西省统计局,nbs,https://tjj.shaanxi.gov.cn,,blackhole,alt=https://shaanxi.gov.cn/tjj/
shaanxi.ybj,dept,provincial,陕西省医疗保障局,nhsa,https://ybj.shaanxi.gov.cn,,blackhole,alt=https://shaanxi.gov.cn/ybj/
shaanxi.tyjr,dept,provincial,陕西省体育局,gas,https://tyjr.shaanxi.gov.cn,,blackhole,alt=https://shaanxi.gov.cn/tyjr/
shaanxi.gbdst,dept,provincial,陕西省广播电视局,nrta,https://gbdst.shaanxi.gov.cn,,blackhole,alt=https://shaanxi.gov.cn/gbdst/
shaanxi.jrjgj,dept,provincial,陕西省地方金融监督管理局,nfra,https://jrjgj.shaanxi.gov.cn,,blackhole,alt=https://shaanxi.gov.cn/jrjgj/
shaanxi.sjaqj,dept,provincial,陕西省政务服务和数据管理局,nda,https://sjaqj.shaanxi.gov.cn,,blackhole,alt=https://shaanxi.gov.cn/sjaqj/
shaanxi.ylj,dept,provincial,陕西省林业和草原局,forestry,https://ylj.shaanxi.gov.cn,,blackhole,alt=https://shaanxi.gov.cn/ylj/
shaanxi.nyj,dept,provincial,陕西省能源局,nea,https://nyj.shaanxi.gov.cn,,blackhole,alt=https://shaanxi.gov.cn/nyj/
shaanxi.yjglj,dept,provincial,陕西省药品监督管理局,nmpa,https://yjglj.shaanxi.gov.cn,,blackhole,alt=https://shaanxi.gov.cn/yjglj/
shaanxi.zscqj,dept,provincial,陕西省知识产权局,cnipa,https://zscqj.shaanxi.gov.cn,,blackhole,alt=https://shaanxi.gov.cn/zscqj/
shaanxi.xfj,dept,provincial,陕西省信访局,xinfang,https://xfj.shaanxi.gov.cn,,blackhole,alt=https://shaanxi.gov.cn/xfj/
shaanxi.jgswglj,dept,provincial,陕西省机关事务管理局,ggj,https://jgswglj.shaanxi.gov.cn,,blackhole,alt=https://shaanxi.gov.cn/jgswglj/
shaanxi.tax,dept,provincial,国家税务总局陕西省税务局,chinatax,https://tax.shaanxi.gov.cn,,blackhole,alt=https://shaanxi.gov.cn/tax/
shaanxi.customs,dept,provincial,陕西省海关,gacc,https://customs.shaanxi.gov.cn,,blackhole,alt=https://shaanxi.gov.cn/customs/
shaanxi.pboc_br,dept,provincial,中国人民银行陕西省分行,pbc,https://pboc_br.shaanxi.gov.cn,,blackhole,alt=https://shaanxi.gov.cn/pboc_br/
shaanxi.p_office,dept,provincial,中共陕西省委员会办公厅,cpc_general_office,https://p_office.shaanxi.gov.cn,,blackhole,alt=https://shaanxi.gov.cn/p_office/
shaanxi.p_org,dept,provincial,中共陕西省委组织部,cpc_org_dept,https://p_org.shaanxi.gov.cn,,blackhole,alt=https://shaanxi.gov.cn/p_org/
shaanxi.p_prop,dept,provincial,中共陕西省委宣传部,cpc_propaganda,https://p_prop.shaanxi.gov.cn,,blackhole,alt=https://shaanxi.gov.cn/p_prop/
shaanxi.p_ufwd,dept,provincial,中共陕西省委统战部,cpc_united_front,https://p_ufwd.shaanxi.gov.cn,,blackhole,alt=https://shaanxi.gov.cn/p_ufwd/
shaanxi.p_plac,dept,provincial,中共陕西省委政法委员会,cpc_plac,https://p_plac.shaanxi.gov.cn,,blackhole,alt=https://shaanxi.gov.cn/p_plac/
shaanxi.p_cyber,dept,provincial,陕西省委网信办,cac,https://p_cyber.shaanxi.gov.cn,,blackhole,alt=https://shaanxi.gov.cn/p_cyber/
shaanxi.p_ccdi,dept,provincial,中共陕西省纪委监委,cpc_ccdi_nsc,https://p_ccdi.shaanxi.gov.cn,,blackhole,alt=https://shaanxi.gov.cn/p_ccdi/
geo.gansu,geo,provincial,甘肃省人民政府,,https://gansu.gov.cn,,proxy_gated,province portal
gansu.fgw,dept,provincial,甘肃省发展和改革委员会,ndrc,https://fgw.gansu.gov.cn,,blackhole,alt=https://gansu.gov.cn/fgw/
gansu.edu,dept,provincial,甘肃省教育厅,moe,https://edu.gansu.gov.cn,,blackhole,alt=https://gansu.gov.cn/edu/
gansu.kjt,dept,provincial,甘肃省科学技术厅,most,https://kjt.gansu.gov.cn,,proxy_gated,alt=https://gansu.gov.cn/kjt/
gansu.gxt,dept,provincial,甘肃省工业和信息化厅,miit,https://gxt.gansu.gov.cn,,proxy_gated,alt=https://gansu.gov.cn/gxt/
gansu.mzw,dept,provincial,甘肃省民族宗教事务委员会,neac,https://mzw.gansu.gov.cn,,blackhole,alt=https://gansu.gov.cn/mzw/
gansu.ga,dept,provincial,甘肃省公安厅,mps,https://ga.gansu.gov.cn,,blackhole,alt=https://gansu.gov.cn/ga/
gansu.at,dept,provincial,甘肃省国家安全厅,mss,https://at.gansu.gov.cn,,blackhole,alt=https://gansu.gov.cn/at/
gansu.mzt,dept,provincial,甘肃省民政厅,mca,https://mzt.gansu.gov.cn,,proxy_gated,alt=https://gansu.gov.cn/mzt/
gansu.sft,dept,provincial,甘肃省司法厅,moj,https://sft.gansu.gov.cn,,proxy_gated,alt=https://gansu.gov.cn/sft/
gansu.czt,dept,provincial,甘肃省财政厅,mof,https://czt.gansu.gov.cn,,proxy_gated,alt=https://gansu.gov.cn/czt/
gansu.hrss,dept,provincial,甘肃省人力资源和社会保障厅,mohrss,https://hrss.gansu.gov.cn,,blackhole,alt=https://gansu.gov.cn/hrss/
gansu.zrzyt,dept,provincial,甘肃省自然资源厅,mnr,https://zrzyt.gansu.gov.cn,,blackhole,alt=https://gansu.gov.cn/zrzyt/
gansu.sthjt,dept,provincial,甘肃省生态环境厅,mee,https://sthjt.gansu.gov.cn,,blackhole,alt=https://gansu.gov.cn/sthjt/
gansu.zjt,dept,provincial,甘肃省住房和城乡建设厅,mohurd,https://zjt.gansu.gov.cn,,proxy_gated,alt=https://gansu.gov.cn/zjt/
gansu.jtyst,dept,provincial,甘肃省交通运输厅,mot,https://jtyst.gansu.gov.cn,,blackhole,alt=https://gansu.gov.cn/jtyst/
gansu.slt,dept,provincial,甘肃省水利厅,mwr,https://slt.gansu.gov.cn,,proxy_gated,alt=https://gansu.gov.cn/slt/
gansu.nynct,dept,provincial,甘肃省农业农村厅,mara,https://nynct.gansu.gov.cn,,blackhole,alt=https://gansu.gov.cn/nynct/
gansu.swt,dept,provincial,甘肃省商务厅,mofcom,https://swt.gansu.gov.cn,,proxy_gated,alt=https://gansu.gov.cn/swt/
gansu.whlyt,dept,provincial,甘肃省文化和旅游厅,mct,https://whlyt.gansu.gov.cn,,blackhole,alt=https://gansu.gov.cn/whlyt/
gansu.wjw,dept,provincial,甘肃省卫生健康委员会,nhc,https://wjw.gansu.gov.cn,,blackhole,alt=https://gansu.gov.cn/wjw/
gansu.tyj,dept,provincial,甘肃省退役军人事务厅,mva,https://tyj.gansu.gov.cn,,proxy_gated,alt=https://gansu.gov.cn/tyj/
gansu.yjt,dept,provincial,甘肃省应急管理厅,mem,https://yjt.gansu.gov.cn,,blackhole,alt=https://gansu.gov.cn/yjt/
gansu.sjt,dept,provincial,甘肃省审计厅,cnao,https://sjt.gansu.gov.cn,,proxy_gated,alt=https://gansu.gov.cn/sjt/
gansu.wsb,dept,provincial,甘肃省人民政府外事办公室,mfa,https://wsb.gansu.gov.cn,,proxy_gated,alt=https://gansu.gov.cn/wsb/
